"Scenario","Attribute","Commodity","Process","Period","Value","Sector","Subsector","Technology","Fuel","Enduse","Unit","Parameters","FuelGroup","FuelSourceProcess","CommoditySet","ProcessSet","Technology_Group"
"Kea","VAR_Cap","-","T_F_MBEVELC15","2025","0.019259","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MBEVELC15","2030","0.014444","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MBEVELC15","2035","0.009630","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MBEVELC15","2040","0.004815","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MBEVELC15","2018","0.026000","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MBEVELC15","2025","0.019259","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MBEVELC15","2030","0.014444","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MBEVELC15","2035","0.009630","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MBEVELC15","2040","0.004815","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTICEDSL15","2018","79.094090","Transport","Road Transport","Internal Combustion Engine","Diesel","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTICEDSL15","2025","58.588215","Transport","Road Transport","Internal Combustion Engine","Diesel","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTICEDSL15","2030","43.941161","Transport","Road Transport","Internal Combustion Engine","Diesel","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTICEDSL15","2035","29.294107","Transport","Road Transport","Internal Combustion Engine","Diesel","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTICEDSL15","2040","14.647054","Transport","Road Transport","Internal Combustion Engine","Diesel","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTICEDSL15","2018","79.094090","Transport","Road Transport","Internal Combustion Engine","Diesel","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTICEDSL15","2025","58.588215","Transport","Road Transport","Internal Combustion Engine","Diesel","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTICEDSL15","2030","43.941161","Transport","Road Transport","Internal Combustion Engine","Diesel","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTICEDSL15","2035","29.294107","Transport","Road Transport","Internal Combustion Engine","Diesel","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTICEDSL15","2040","14.647054","Transport","Road Transport","Internal Combustion Engine","Diesel","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTICEPET15","2018","2.561468","Transport","Road Transport","Internal Combustion Engine","Petrol","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTICEPET15","2025","2.001147","Transport","Road Transport","Internal Combustion Engine","Petrol","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTICEPET15","2030","1.600917","Transport","Road Transport","Internal Combustion Engine","Petrol","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTICEPET15","2035","1.200688","Transport","Road Transport","Internal Combustion Engine","Petrol","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTICEPET15","2040","0.800459","Transport","Road Transport","Internal Combustion Engine","Petrol","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTICEPET15","2045","0.400229","Transport","Road Transport","Internal Combustion Engine","Petrol","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTICEPET15","2018","2.561468","Transport","Road Transport","Internal Combustion Engine","Petrol","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTICEPET15","2025","2.001147","Transport","Road Transport","Internal Combustion Engine","Petrol","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTICEPET15","2030","1.600917","Transport","Road Transport","Internal Combustion Engine","Petrol","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTICEPET15","2035","1.200688","Transport","Road Transport","Internal Combustion Engine","Petrol","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTICEPET15","2040","0.800459","Transport","Road Transport","Internal Combustion Engine","Petrol","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTICEPET15","2045","0.400229","Transport","Road Transport","Internal Combustion Engine","Petrol","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTrBEVELC","2025","9.849540","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTrBEVELC","2030","23.818708","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTrBEVELC","2035","40.966817","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTrBEVELC","2040","62.638605","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTrBEVELC","2045","92.358448","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTrBEVELC","2050","100.205188","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTrBEVELC","2055","106.178554","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTrBEVELC","2060","110.198664","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTrBEVELC","2030","17.443223","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTrBEVELC","2035","41.098313","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTrBEVELC","2040","67.695225","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTrBEVELC","2045","102.717370","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTrBEVELC","2050","114.973190","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTrBEVELC","2055","119.327595","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTrBEVELC","2060","119.446826","Transport","Road Transport","Battery Electric Vehicle","Electricity","Medium Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTrICEDSL","2025","20.857670","Transport","Road Transport","Internal Combustion Engine","Diesel","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTrICEDSL","2030","25.030279","Transport","Road Transport","Internal Combustion Engine","Diesel","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTrICEDSL","2035","25.030279","Transport","Road Transport","Internal Combustion Engine","Diesel","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTrICEDSL","2040","20.488645","Transport","Road Transport","Internal Combustion Engine","Diesel","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTrICEDSL","2045","7.890620","Transport","Road Transport","Internal Combustion Engine","Diesel","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_MTrICEDSL","2050","1.776153","Transport","Road Transport","Internal Combustion Engine","Diesel","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTrICEDSL","2025","29.032789","Transport","Road Transport","Internal Combustion Engine","Diesel","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTrICEDSL","2030","34.243103","Transport","Road Transport","Internal Combustion Engine","Diesel","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTrICEDSL","2035","34.243103","Transport","Road Transport","Internal Combustion Engine","Diesel","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTrICEDSL","2040","29.325410","Transport","Road Transport","Internal Combustion Engine","Diesel","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTrICEDSL","2045","11.980926","Transport","Road Transport","Internal Combustion Engine","Diesel","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_MTrICEDSL","2050","2.217873","Transport","Road Transport","Internal Combustion Engine","Diesel","Medium Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_VHTBEVELC","2025","0.854886","Transport","Road Transport","Battery Electric Vehicle","Electricity","Very Heavy Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_VHTBEVELC","2030","3.285446","Transport","Road Transport","Battery Electric Vehicle","Electricity","Very Heavy Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_VHTBEVELC","2035","7.657026","Transport","Road Transport","Battery Electric Vehicle","Electricity","Very Heavy Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_VHTBEVELC","2040","10.955044","Transport","Road Transport","Battery Electric Vehicle","Electricity","Very Heavy Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_VHTBEVELC","2045","13.841164","Transport","Road Transport","Battery Electric Vehicle","Electricity","Very Heavy Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_VHTBEVELC","2050","14.774048","Transport","Road Transport","Battery Electric Vehicle","Electricity","Very Heavy Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_VHTBEVELC","2055","15.374619","Transport","Road Transport","Battery Electric Vehicle","Electricity","Very Heavy Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_VHTBEVELC","2060","15.915133","Transport","Road Transport","Battery Electric Vehicle","Electricity","Very Heavy Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_VHTBEVELC","2025","1.003524","Transport","Road Transport","Battery Electric Vehicle","Electricity","Very Heavy Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_VHTBEVELC","2030","3.976463","Transport","Road Transport","Battery Electric Vehicle","Electricity","Very Heavy Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_VHTBEVELC","2035","9.172243","Transport","Road Transport","Battery Electric Vehicle","Electricity","Very Heavy Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_VHTBEVELC","2040","12.577004","Transport","Road Transport","Battery Electric Vehicle","Electricity","Very Heavy Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_VHTBEVELC","2045","16.159248","Transport","Road Transport","Battery Electric Vehicle","Electricity","Very Heavy Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_VHTBEVELC","2050","17.274306","Transport","Road Transport","Battery Electric Vehicle","Electricity","Very Heavy Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_VHTBEVELC","2055","17.274306","Transport","Road Transport","Battery Electric Vehicle","Electricity","Very Heavy Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Tui","VAR_Cap","-","T_F_VHTBEVELC","2060","17.274306","Transport","Road Transport","Battery Electric Vehicle","Electricity","Very Heavy Truck","000 Vehicles","Number of Vehicles","Electricity","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_VHTICEDSL","2025","3.850486","Transport","Road Transport","Internal Combustion Engine","Diesel","Very Heavy Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_VHTICEDSL","2030","4.892155","Transport","Road Transport","Internal Combustion Engine","Diesel","Very Heavy Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_VHTICEDSL","2035","4.892155","Transport","Road Transport","Internal Combustion Engine","Diesel","Very Heavy Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_VHTICEDSL","2040","4.410485","Transport","Road Transport","Internal Combustion Engine","Diesel","Very Heavy Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_VHTICEDSL","2045","2.133433","Transport","Road Transport","Internal Combustion Engine","Diesel","Very Heavy Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
"Kea","VAR_Cap","-","T_F_VHTICEDSL","2050","0.443501","Transport","Road Transport","Internal Combustion Engine","Diesel","Very Heavy Truck","000 Vehicles","Number of Vehicles","Fossil Fuels","","","","Mobile Motive Power"
